162	0.3565
166	0.4222
172	0.6978
176	0.6871
179	0.4534
183	0.5466
186	0.2739
193	0.5392
2	0.7140
232	0.7427
287	0.5705
37	0.8247
44	0.5215
468	0.3029
47	0.5377
471	0.4550
475	0.3790
482	0.2522
485	0.2934
499	0.4069
509	0.3598
513	0.5272
527	0.6913
54	0.2774
58	0.6134
61	0.2726
65	0.4441
68	0.3856
683	0.5193
75	0.4509
79	0.4268
822	0.7813
826	0.5957
