0.000000 1:1.337135 2:-0.779357 3:-0.980323 
0.000000 1:1.307854 2:-0.621086 3:-1.038097 
0.000000 1:1.279024 2:-0.460811 3:-1.078343 
0.000000 1:1.248735 2:-0.289563 3:-1.109968 
0.000000 1:1.215676 2:-0.101521 3:-1.140242 
0.000000 1:1.181454 2:0.093949 3:-1.168535 
0.000000 1:1.148555 2:0.282908 3:-1.191833 
0.000000 1:1.119126 2:0.453437 3:-1.207071 
0.000000 1:1.093335 2:0.605441 3:-1.210875 
0.000000 1:1.070634 2:0.743103 3:-1.199757 
0.000000 1:1.050566 2:0.870075 3:-1.170208 
0.000000 1:1.033326 2:0.986184 3:-1.118562 
0.000000 1:1.019391 2:1.089600 3:-1.041085 
0.000000 1:1.009225 2:1.178473 3:-0.934384 
0.000000 1:1.003183 2:1.250811 3:-0.798048 
0.000000 1:1.001562 2:1.304546 3:-0.633197 
0.000000 1:1.004623 2:1.337656 3:-0.441629 
0.000000 1:1.012229 2:1.348561 3:-0.232287 
0.000000 1:1.023999 2:1.335951 3:-0.018472 
0.000000 1:1.039533 2:1.298763 3:0.186940 
0.000000 1:1.058173 2:1.239213 3:0.377673 
0.000000 1:1.079082 2:1.161875 3:0.552214 
0.000000 1:1.101462 2:1.071102 3:0.709200 
0.000000 1:1.125370 2:0.966429 3:0.848096 
0.000000 1:1.151580 2:0.843299 3:0.969074 
0.000000 1:1.180852 2:0.697284 3:1.072416 
0.000000 1:1.213048 2:0.529837 3:1.160504 
0.000000 1:1.247133 2:0.348297 3:1.237811 
0.000000 1:1.282031 2:0.160234 3:1.308788 
0.000000 1:1.316630 2:-0.027548 3:1.374163 
0.000000 1:1.349769 2:-0.209145 3:1.430289 
0.000000 1:1.380291 2:-0.378757 3:1.473181 
0.000000 1:1.407259 2:-0.532900 3:1.495067 
0.000000 1:1.430038 2:-0.671303 3:1.482916 
0.000000 1:1.448022 2:-0.793945 3:1.423371 
0.000000 1:1.460971 2:-0.901794 3:1.307465 
0.000000 1:1.469240 2:-0.997435 3:1.133424 
0.000000 1:1.473243 2:-1.083583 3:0.900267 
0.000000 1:1.473674 2:-1.160539 3:0.622288 
0.000000 1:1.471777 2:-1.223913 3:0.343445 
0.000000 1:1.468855 2:-1.268786 3:0.111016 
0.000000 1:1.465714 2:-1.293344 3:-0.050379 
0.000000 1:1.462004 2:-1.302937 3:-0.168478 
0.000000 1:1.457212 2:-1.303918 3:-0.278377 
0.000000 1:1.450407 2:-1.297211 3:-0.404170 
0.000000 1:1.439502 2:-1.268742 3:-0.539547 
0.000000 1:1.422211 2:-1.201869 3:-0.672997 
0.000000 1:1.397416 2:-1.087250 3:-0.794411 
0.000000 1:1.367871 2:-0.939777 3:-0.898345 
0.000000 1:1.337135 2:-0.779357 3:-0.980323 
0.000000 1:2.186702 2:0.557081 3:-1.052342 
0.000000 1:2.206620 2:0.712293 3:-0.990227 
0.000000 1:2.225339 2:0.846173 3:-0.922091 
0.000000 1:2.242118 2:0.966950 3:-0.861640 
0.000000 1:2.257486 2:1.077401 3:-0.806133 
0.000000 1:2.272794 2:1.176704 3:-0.742125 
0.000000 1:2.289580 2:1.259372 3:-0.650592 
0.000000 1:2.309652 2:1.312770 3:-0.504143 
0.000000 1:2.334338 2:1.329594 3:-0.284270 
0.000000 1:2.362948 2:1.326295 3:-0.010891 
0.000000 1:2.394234 2:1.323193 3:0.287655 
0.000000 1:2.426333 2:1.316528 3:0.596790 
0.000000 1:2.456961 2:1.287084 3:0.910541 
0.000000 1:2.482505 2:1.220281 3:1.206605 
0.000000 1:2.497307 2:1.109122 3:1.437134 
0.000000 1:2.497070 2:0.952483 3:1.562387 
0.000000 1:2.483650 2:0.770119 3:1.583850 
0.000000 1:2.460538 2:0.586413 3:1.514711 
0.000000 1:2.432351 2:0.418858 3:1.384399 
0.000000 1:2.404403 2:0.280142 3:1.232873 
0.000000 1:2.380463 2:0.161171 3:1.103200 
0.000000 1:2.361886 2:0.019199 3:1.042994 
0.000000 1:2.348898 2:-0.177731 3:1.080402 
0.000000 1:2.338034 2:-0.406858 3:1.164115 
0.000000 1:2.325058 2:-0.633214 3:1.225583 
0.000000 1:2.307476 2:-0.838954 3:1.226692 
0.000000 1:2.283945 2:-1.017339 3:1.149255 
0.000000 1:2.254696 2:-1.165474 3:0.993085 
0.000000 1:2.222363 2:-1.286137 3:0.785378 
0.000000 1:2.189482 2:-1.381350 3:0.551773 
0.000000 1:2.157360 2:-1.448182 3:0.302245 
0.000000 1:2.127008 2:-1.482626 3:0.043101 
0.000000 1:2.099575 2:-1.482578 3:-0.216493 
0.000000 1:2.076306 2:-1.447223 3:-0.465436 
0.000000 1:2.058713 2:-1.379453 3:-0.687058 
0.000000 1:2.048724 2:-1.287869 3:-0.856116 
0.000000 1:2.047775 2:-1.177285 3:-0.955107 
0.000000 1:2.055188 2:-1.035400 3:-1.000453 
0.000000 1:2.069531 2:-0.849287 3:-1.016237 
0.000000 1:2.086725 2:-0.648490 3:-1.016997 
0.000000 1:2.101044 2:-0.489316 3:-1.011073 
0.000000 1:2.110299 2:-0.390173 3:-1.004204 
0.000000 1:2.117824 2:-0.310021 3:-0.998254 
0.000000 1:2.126309 2:-0.213730 3:-0.996345 
0.000000 1:2.133983 2:-0.110260 3:-1.007958 
0.000000 1:2.138390 2:-0.017003 3:-1.042172 
0.000000 1:2.142112 2:0.078777 3:-1.084918 
0.000000 1:2.150921 2:0.208824 3:-1.107424 
0.000000 1:2.166967 2:0.379456 3:-1.094489 
0.000000 1:2.186702 2:0.557081 3:-1.052342 
0.000000 1:3.319508 2:0.681835 3:-1.019346 
0.000000 1:3.322006 2:0.901104 3:-0.860382 
0.000000 1:3.323432 2:1.104454 3:-0.691146 
0.000000 1:3.323132 2:1.254747 3:-0.532882 
0.000000 1:3.318940 2:1.336750 3:-0.347771 
0.000000 1:3.310654 2:1.371238 3:-0.109985 
0.000000 1:3.300018 2:1.405581 3:0.185233 
0.000000 1:3.287138 2:1.427230 3:0.522737 
0.000000 1:3.272052 2:1.403456 3:0.868713 
0.000000 1:3.258087 2:1.346848 3:1.154216 
0.000000 1:3.247267 2:1.265605 3:1.337886 
0.000000 1:3.237564 2:1.138495 3:1.448124 
0.000000 1:3.228603 2:0.970292 3:1.498910 
0.000000 1:3.222061 2:0.793723 3:1.481973 
0.000000 1:3.219041 2:0.629060 3:1.390672 
0.000000 1:3.219690 2:0.486631 3:1.231729 
0.000000 1:3.221728 2:0.365189 3:1.059811 
0.000000 1:3.222811 2:0.256564 3:0.924200 
0.000000 1:3.221659 2:0.144844 3:0.840249 
0.000000 1:3.217369 2:0.016530 3:0.816570 
0.000000 1:3.209379 2:-0.137143 3:0.858123 
0.000000 1:3.197924 2:-0.312518 3:0.962855 
0.000000 1:3.184158 2:-0.501679 3:1.110367 
0.000000 1:3.171315 2:-0.704859 3:1.221194 
0.000000 1:3.162555 2:-0.916836 3:1.223096 
0.000000 1:3.159770 2:-1.118135 3:1.089231 
0.000000 1:3.161930 2:-1.295629 3:0.858042 
0.000000 1:3.165722 2:-1.445595 3:0.614472 
0.000000 1:3.172148 2:-1.576611 3:0.325379 
0.000000 1:3.183229 2:-1.690362 3:-0.060495 
0.000000 1:3.195970 2:-1.736618 3:-0.419305 
0.000000 1:3.207780 2:-1.677601 3:-0.649565 
0.000000 1:3.219268 2:-1.525529 3:-0.778509 
0.000000 1:3.230750 2:-1.309411 3:-0.842960 
0.000000 1:3.241915 2:-1.068652 3:-0.874905 
0.000000 1:3.252816 2:-0.837002 3:-0.909549 
0.000000 1:3.263455 2:-0.639519 3:-0.972050 
0.000000 1:3.272813 2:-0.479128 3:-1.040408 
0.000000 1:3.280079 2:-0.354803 3:-1.093695 
0.000000 1:3.285376 2:-0.267541 3:-1.135911 
0.000000 1:3.289796 2:-0.194891 3:-1.171321 
0.000000 1:3.294984 2:-0.097733 3:-1.200940 
0.000000 1:3.299850 2:0.001964 3:-1.220137 
0.000000 1:3.302673 2:0.068197 3:-1.222822 
0.000000 1:3.304877 2:0.136245 3:-1.208523 
0.000000 1:3.307656 2:0.226525 3:-1.186003 
0.000000 1:3.310261 2:0.298378 3:-1.177699 
0.000000 1:3.312749 2:0.364699 3:-1.172105 
0.000000 1:3.316037 2:0.491650 3:-1.125221 
0.000000 1:3.319508 2:0.681835 3:-1.019346 
0.000000 1:4.180171 2:0.771749 3:-0.865738 
0.000000 1:4.169228 2:0.924089 3:-0.766633 
0.000000 1:4.160019 2:1.050119 3:-0.699520 
