0.0 1:1.0	 2:-0.82330032071	 3:-0.847814047887	 
0.0 1:1.0	 2:-0.958159635824	 3:-0.745243363858	 
0.0 1:1.0	 2:-1.07494715307	 3:-0.632104791171	 
0.0 1:1.0	 2:-1.17171395308	 3:-0.510884891865	 
0.0 1:1.0	 2:-1.24651111646	 3:-0.384070227975	 
0.0 1:1.0	 2:-1.29738972385	 3:-0.254147361538	 
0.0 1:1.0	 2:-1.32240085587	 3:-0.123602854592	 
0.0 1:1.0	 2:-1.31959559312	 3:0.00507673082567	 
0.0 1:1.0	 2:-1.2879108887	 3:0.129750188517	 
0.0 1:1.0	 2:-1.22982718543	 3:0.249657735638	 
0.0 1:1.0	 2:-1.14871079861	 3:0.364384945181	 
0.0 1:1.0	 2:-1.04792804352	 3:0.473517390141	 
0.0 1:1.0	 2:-0.930845235456	 3:0.576640643511	 
0.0 1:1.0	 2:-0.800828689705	 3:0.673340278286	 
0.0 1:1.0	 2:-0.661244721555	 3:0.763201867459	 
0.0 1:1.0	 2:-0.515252942724	 3:0.84577644844	 
0.0 1:1.0	 2:-0.365186150648	 3:0.920476916303	 
0.0 1:1.0	 2:-0.213170439195	 3:0.98668163054	 
0.0 1:1.0	 2:-0.0613319022315	 3:1.04376895064	 
0.0 1:1.0	 2:0.0882033663772	 3:1.0911172361	 
0.0 1:1.0	 2:0.233309272764	 3:1.1281048464	 
0.0 1:1.0	 2:0.371859723063	 3:1.15411014104	 
0.0 1:1.0	 2:0.501935326977	 3:1.16795891016	 
0.0 1:1.0	 2:0.622443508492	 3:1.16626666655	 
0.0 1:1.0	 2:0.732498395163	 3:1.14509635365	 
0.0 1:1.0	 2:0.831214114547	 3:1.1005109149	 
0.0 1:1.0	 2:0.917704794198	 3:1.02857329375	 
0.0 1:1.0	 2:0.991084561673	 3:0.925346433626	 
0.0 1:1.0	 2:1.05046754453	 3:0.786893277979	 
0.0 1:1.0	 2:1.09511551572	 3:0.611694261117	 
0.0 1:1.0	 2:1.12488082985	 3:0.40789978083	 
0.0 1:1.0	 2:1.13976348692	 3:0.186077725773	 
0.0 1:1.0	 2:1.13976348692	 3:-0.0432040153939	 
0.0 1:1.0	 2:1.12488082985	 3:-0.269377554015	 
0.0 1:1.0	 2:1.09511551572	 3:-0.481875001432	 
0.0 1:1.0	 2:1.05046754453	 3:-0.670128468988	 
0.0 1:1.0	 2:0.990966445347	 3:-0.825814880975	 
0.0 1:1.0	 2:0.916759863591	 3:-0.949590413487	 
0.0 1:1.0	 2:0.828024973747	 3:-1.04435605557	 
0.0 1:1.0	 2:0.724938950305	 3:-1.11301279626	 
0.0 1:1.0	 2:0.607678967752	 3:-1.1584616246	 
0.0 1:1.0	 2:0.476422200579	 3:-1.18360352964	 
0.0 1:1.0	 2:0.331345823274	 3:-1.19133950042	 
0.0 1:1.0	 2:0.173306179199	 3:-1.1841215634	 
0.0 1:1.0	 2:0.00587628721428	 3:-1.16260589466	 
0.0 1:1.0	 2:-0.166691664948	 3:-1.12699970771	 
0.0 1:1.0	 2:-0.340145489554	 3:-1.07751021606	 
0.0 1:1.0	 2:-0.510232998872	 3:-1.0143446332	 
0.0 1:1.0	 2:-0.672702005169	 3:-0.937710172643	 
0.0 1:1.0	 2:-0.82330032071	 3:-0.847814047887	 
0.0 1:2.0	 2:-0.292092961886	 3:-0.990749442596	 
0.0 1:2.0	 2:-0.0358206574362	 3:-1.07196634436	 
0.0 1:2.0	 2:0.242043284573	 3:-1.144367051	 
0.0 1:2.0	 2:0.533106972621	 3:-1.19913536737	 
0.0 1:2.0	 2:0.826865688493	 3:-1.22987653866	 
0.0 1:2.0	 2:1.10261617779	 3:-1.24188401276	 
0.0 1:2.0	 2:1.33658204055	 3:-1.24397326733	 
0.0 1:2.0	 2:1.50920268458	 3:-1.24200741653	 
0.0 1:2.0	 2:1.6255400158	 3:-1.22460461468	 
0.0 1:2.0	 2:1.69956822727	 3:-1.17414108109	 
0.0 1:2.0	 2:1.74102265527	 3:-1.07566408102	 
0.0 1:2.0	 2:1.7294510236	 3:-0.933249239326	 
0.0 1:2.0	 2:1.63133801062	 3:-0.759206297593	 
0.0 1:2.0	 2:1.42108179103	 3:-0.56649781773	 
0.0 1:2.0	 2:1.14241198704	 3:-0.373481689391	 
0.0 1:2.0	 2:0.874756540672	 3:-0.20129382205	 
0.0 1:2.0	 2:0.690869536418	 3:-0.0678462733598	 
0.0 1:2.0	 2:0.588323827266	 3:0.043975912054	 
0.0 1:2.0	 2:0.518821190979	 3:0.172659070657	 
0.0 1:2.0	 2:0.436311396008	 3:0.354052859464	 
0.0 1:2.0	 2:0.334148129829	 3:0.584071752631	 
0.0 1:2.0	 2:0.234082836531	 3:0.829849594595	 
0.0 1:2.0	 2:0.157000317106	 3:1.05866939052	 
0.0 1:2.0	 2:0.0977471524945	 3:1.25149151665	 
0.0 1:2.0	 2:0.0290531099215	 3:1.40089388175	 
0.0 1:2.0	 2:-0.076064072934	 3:1.50019087119	 
0.0 1:2.0	 2:-0.221800341833	 3:1.55114572399	 
0.0 1:2.0	 2:-0.389565325974	 3:1.56397053285	 
0.0 1:2.0	 2:-0.55991458883	 3:1.54904785985	 
0.0 1:2.0	 2:-0.717704185427	 3:1.51056424975	 
0.0 1:2.0	 2:-0.852853158024	 3:1.44541164937	 
0.0 1:2.0	 2:-0.955718480231	 3:1.35011007232	 
0.0 1:2.0	 2:-1.02333895074	 3:1.22328543194	 
0.0 1:2.0	 2:-1.06202487862	 3:1.0664857281	 
0.0 1:2.0	 2:-1.07876239289	 3:0.881554914527	 
0.0 1:2.0	 2:-1.08003902396	 3:0.675994075198	 
0.0 1:2.0	 2:-1.07152511491	 3:0.466576150499	 
0.0 1:2.0	 2:-1.05880069086	 3:0.270878429474	 
0.0 1:2.0	 2:-1.04568289688	 3:0.0998109535984	 
0.0 1:2.0	 2:-1.03256510291	 3:-0.0486650222524	 
0.0 1:2.0	 2:-1.01944730894	 3:-0.178075976131	 
0.0 1:2.0	 2:-1.00632951497	 3:-0.291948386089	 
0.0 1:2.0	 2:-0.993211720993	 3:-0.393808730181	 
0.0 1:2.0	 2:-0.980087552971	 3:-0.487182912488	 
0.0 1:2.0	 2:-0.962329450926	 3:-0.575180708088	 
0.0 1:2.0	 2:-0.922542633638	 3:-0.659762228075	 
0.0 1:2.0	 2:-0.841147216026	 3:-0.742690639729	 
0.0 1:2.0	 2:-0.70443022724	 3:-0.825376907351	 
0.0 1:2.0	 2:-0.518148629157	 3:-0.908063174974	 
0.0 1:2.0	 2:-0.292092961886	 3:-0.990749442596	 
0.0 1:3.0	 2:0.085520977333	 3:-1.15894909469	 
0.0 1:3.0	 2:0.334641626745	 3:-1.20428874154	 
0.0 1:3.0	 2:0.561144588512	 3:-1.23487379145	 
0.0 1:3.0	 2:0.758474011144	 3:-1.25070424441	 
0.0 1:3.0	 2:0.921154414183	 3:-1.2515595578	 
0.0 1:3.0	 2:1.04892522814	 3:-1.23615463778	 
0.0 1:3.0	 2:1.14309730321	 3:-1.20288360718	 
0.0 1:3.0	 2:1.20542100051	 3:-1.15014052347	 
0.0 1:3.0	 2:1.24021140199	 3:-1.07631944414	 
0.0 1:3.0	 2:1.2527119084	 3:-0.979814426656	 
0.0 1:3.0	 2:1.24793277376	 3:-0.858588833215	 
0.0 1:3.0	 2:1.22921957371	 3:-0.707547638648	 
0.0 1:3.0	 2:1.19919752984	 3:-0.520272365882	 
0.0 1:3.0	 2:1.1605811744	 3:-0.292484683661	 
0.0 1:3.0	 2:1.11688744856	 3:-0.0385795247135	 
0.0 1:3.0	 2:1.07204644872	 3:0.217433433797	 
0.0 1:3.0	 2:1.02928157521	 3:0.453030612724	 
0.0 1:3.0	 2:0.984155464112	 3:0.662577882657	 
0.0 1:3.0	 2:0.927556612905	 3:0.850746042738	 
0.0 1:3.0	 2:0.85084034606	 3:1.02189549876	 
0.0 1:3.0	 2:0.752605008872	 3:1.17417669843	 
0.0 1:3.0	 2:0.636668872658	 3:1.30126467475	 
0.0 1:3.0	 2:0.506770981526	 3:1.39687856926	 
0.0 1:3.0	 2:0.363260148603	 3:1.45722896924	 
0.0 1:3.0	 2:0.203605531383	 3:1.48064269117	 
0.0 1:3.0	 2:0.0254852657969	 3:1.46574799247	 
0.0 1:3.0	 2:-0.166511552113	 3:1.41655972946	 
0.0 1:3.0	 2:-0.360884866188	 3:1.34247935733	 
0.0 1:3.0	 2:-0.546017139924	 3:1.25305287654	 
0.0 1:3.0	 2:-0.716050148085	 3:1.15500464866	 
0.0 1:3.0	 2:-0.871906127397	 3:1.05173710758	 
0.0 1:3.0	 2:-1.0148040565	 3:0.946391564698	 
0.0 1:3.0	 2:-1.1417869732	 3:0.838912606632	 
0.0 1:3.0	 2:-1.24410349866	 3:0.724809135654	 
0.0 1:3.0	 2:-1.31268214412	 3:0.599279660684	 
0.0 1:3.0	 2:-1.34593004252	 3:0.458667682704	 
0.0 1:3.0	 2:-1.35451154969	 3:0.301193308222	 
0.0 1:3.0	 2:-1.35018280973	 3:0.125300780416	 
0.0 1:3.0	 2:-1.33932894883	 3:-0.0644931873635	 
0.0 1:3.0	 2:-1.3179037774	 3:-0.251878241357	 
0.0 1:3.0	 2:-1.28067125721	 3:-0.419215478917	 
0.0 1:3.0	 2:-1.22455641223	 3:-0.555483256905	 
0.0 1:3.0	 2:-1.15147830151	 3:-0.664951869023	 
