0.000000 1:0.127956 2:-1.274272 3:0.521653 
0.000000 1:0.129049 2:-1.258974 3:0.526965 
0.000000 1:0.540531 2:-1.287582 3:0.546402 
0.000000 1:0.127494 2:-1.272218 3:0.548552 
0.000000 1:0.128920 2:-1.242062 3:0.539846 
0.000000 1:0.129001 2:-1.230169 3:0.545974 
0.000000 1:0.553120 2:-0.765796 3:0.546402 
0.000000 1:0.539904 2:-1.286981 3:0.556311 
0.000000 1:0.543639 2:-1.287108 3:0.554663 
0.000000 1:0.126800 2:-1.275936 3:0.559176 
0.000000 1:0.129166 2:-1.215167 3:0.554021 
0.000000 1:0.130765 2:-1.195468 3:0.564131 
0.000000 1:0.552285 2:-0.836733 3:0.563447 
0.000000 1:0.552922 2:-0.816801 3:0.564097 
0.000000 1:0.553051 2:-0.815751 3:0.564325 
0.000000 1:0.553040 2:-0.793854 3:0.564224 
0.000000 1:0.125422 2:-1.285998 3:0.578552 
0.000000 1:0.127296 2:-1.274117 3:0.573164 
0.000000 1:0.129484 2:-1.259015 3:0.576491 
0.000000 1:0.130271 2:-1.241412 3:0.578135 
0.000000 1:0.130743 2:-1.227950 3:0.578657 
0.000000 1:0.131130 2:-1.210670 3:0.573029 
0.000000 1:0.132066 2:-1.196788 3:0.571559 
0.000000 1:0.133076 2:-1.180350 3:0.573220 
0.000000 1:0.133143 2:-1.165986 3:0.576267 
0.000000 1:0.133302 2:-1.153975 3:0.577191 
0.000000 1:0.132649 2:-1.138358 3:0.576639 
0.000000 1:0.133348 2:-1.123130 3:0.577258 
0.000000 1:0.133708 2:-1.111331 3:0.577523 
0.000000 1:0.133303 2:-1.099261 3:0.577754 
0.000000 1:0.550935 2:-0.939788 3:0.578300 
0.000000 1:0.551307 2:-0.924397 3:0.578411 
0.000000 1:0.551344 2:-0.901001 3:0.579180 
0.000000 1:0.551687 2:-0.885007 3:0.577953 
0.000000 1:0.552093 2:-0.872133 3:0.577034 
0.000000 1:0.552608 2:-0.857040 3:0.576239 
0.000000 1:0.554684 2:-0.831667 3:0.575298 
