0.0 1:0.5	 2:-0.092714294652	 3:-1.00626377484	 
0.0 1:0.5	 2:0.00413353399085	 3:-0.86683736578	 
0.0 1:0.5	 2:0.159693618806	 3:-0.790099102874	 
0.0 1:0.5	 2:0.355437176437	 3:-0.756891855799	 
0.0 1:0.5	 2:0.572835423526	 3:-0.748058494234	 
0.0 1:0.5	 2:0.793359576717	 3:-0.744441887856	 
0.0 1:0.5	 2:0.998480852654	 3:-0.726884906342	 
0.0 1:0.5	 2:1.16967046798	 3:-0.676230419368	 
0.0 1:0.5	 2:1.28866154219	 3:-0.573607057217	 
0.0 1:0.5	 2:1.35167632341	 3:-0.415952450085	 
0.0 1:0.5	 2:1.3767177771	 3:-0.223969036048	 
0.0 1:0.5	 2:1.3835854799	 3:-0.0203195246651	 
0.0 1:0.5	 2:1.39059779122	 3:0.17421648402	 
0.0 1:0.5	 2:1.40205086631	 3:0.356686178943	 
0.0 1:0.5	 2:1.41451213535	 3:0.533962476053	 
0.0 1:0.5	 2:1.42446830123	 3:0.713020921964	 
0.0 1:0.5	 2:1.42840397332	 3:0.900831539632	 
0.0 1:0.5	 2:1.42037765392	 3:1.09796319369	 
0.0 1:0.5	 2:1.38734544323	 3:1.28624542764	 
0.0 1:0.5	 2:1.31497056765	 3:1.44409660411	 
0.0 1:0.5	 2:1.1918123334	 3:1.55321793084	 
0.0 1:0.5	 2:1.02572684048	 3:1.61718445471	 
0.0 1:0.5	 2:0.832458300119	 3:1.64851277422	 
0.0 1:0.5	 2:0.6277744547	 3:1.65974616152	 
0.0 1:0.5	 2:0.426628936495	 3:1.66261030469	 
0.0 1:0.5	 2:0.234417252434	 3:1.65923198004	 
0.0 1:0.5	 2:0.0503234007033	 3:1.64549994937	 
0.0 1:0.5	 2:-0.126574185216	 3:1.61719695933	 
0.0 1:0.5	 2:-0.297197071844	 3:1.57010575656	 
0.0 1:0.5	 2:-0.462413282871	 3:1.5000862081	 
0.0 1:0.5	 2:-0.621010054651	 3:1.4059952425	 
0.0 1:0.5	 2:-0.769072006305	 3:1.29058250237	 
0.0 1:0.5	 2:-0.902503176639	 3:1.15685772913	 
0.0 1:0.5	 2:-1.01720760446	 3:1.00783066417	 
0.0 1:0.5	 2:-1.10910207541	 3:0.846510287238	 
0.0 1:0.5	 2:-1.17663276403	 3:0.675754435095	 
0.0 1:0.5	 2:-1.22380659157	 3:0.498088663572	 
0.0 1:0.5	 2:-1.25537023932	 3:0.315994324333	 
0.0 1:0.5	 2:-1.27584887084	 3:0.131921028785	 
0.0 1:0.5	 2:-1.28535585929	 3:-0.052313756764	 
0.0 1:0.5	 2:-1.27994191019	 3:-0.23547468692	 
0.0 1:0.5	 2:-1.25553688439	 3:-0.416350212642	 
0.0 1:0.5	 2:-1.2098605224	 3:-0.593850185806	 
0.0 1:0.5	 2:-1.1431883101	 3:-0.766806595272	 
0.0 1:0.5	 2:-1.05169142084	 3:-0.928008961774	 
0.0 1:0.5	 2:-0.927209762249	 3:-1.06419656589	 
0.0 1:0.5	 2:-0.765351924253	 3:-1.16260101125	 
0.0 1:0.5	 2:-0.580703965175	 3:-1.21407404072	 
0.0 1:0.5	 2:-0.393534957913	 3:-1.21055148819	 
0.0 1:0.5	 2:-0.22411502642	 3:-1.1439693881	 
0.0 1:1.0	 2:0.542552884462	 3:0.925937477916	 
0.0 1:1.0	 2:0.754911691298	 3:1.00779040481	 
0.0 1:1.0	 2:0.959013501517	 3:1.02594510539	 
0.0 1:1.0	 2:1.15011913514	 3:0.988766810796	 
0.0 1:1.0	 2:1.32348941219	 3:0.904620752208	 
0.0 1:1.0	 2:1.47438515268	 3:0.781872160788	 
0.0 1:1.0	 2:1.59806717664	 3:0.628886267701	 
0.0 1:1.0	 2:1.68979630409	 3:0.454028304112	 
0.0 1:1.0	 2:1.74487715415	 3:0.265647055051	 
0.0 1:1.0	 2:1.76175156366	 3:0.0709133110573	 
0.0 1:1.0	 2:1.74404196693	 3:-0.124947400895	 
0.0 1:1.0	 2:1.69585578694	 3:-0.316891662316	 
0.0 1:1.0	 2:1.62130043972	 3:-0.499876075081	 
0.0 1:1.0	 2:1.52419763065	 3:-0.669697316688	 
0.0 1:1.0	 2:1.40732387122	 3:-0.825225250019	 
0.0 1:1.0	 2:1.27321673334	 3:-0.966032292476	 
0.0 1:1.0	 2:1.1244137889	 3:-1.09169086146	 
0.0 1:1.0	 2:0.963428830869	 3:-1.20185121343	 
0.0 1:1.0	 2:0.7926705714	 3:-1.29650758105	 
0.0 1:1.0	 2:0.614518705587	 3:-1.37574918278	 
0.0 1:1.0	 2:0.43135292756	 3:-1.43966524018	 
0.0 1:1.0	 2:0.245544177701	 3:-1.48835863115	 
0.0 1:1.0	 2:0.0582903616136	 3:-1.52376223003	 
0.0 1:1.0	 2:-0.131552768556	 3:-1.55146279473	 
0.0 1:1.0	 2:-0.325407703682	 3:-1.57748115701	 
0.0 1:1.0	 2:-0.524055938531	 3:-1.60584620238	 
0.0 1:1.0	 2:-0.720340812187	 3:-1.6159183676	 
0.0 1:1.0	 2:-0.901746728047	 3:-1.57052273548	 
0.0 1:1.0	 2:-1.05619981311	 3:-1.45275256202	 
0.0 1:1.0	 2:-1.17276016147	 3:-1.28871630636	 
0.0 1:1.0	 2:-1.24375687576	 3:-1.10710567857	 
0.0 1:1.0	 2:-1.28215503722	 3:-0.918054912701	 
0.0 1:1.0	 2:-1.3085466551	 3:-0.724198319593	 
0.0 1:1.0	 2:-1.32696592875	 3:-0.528614928232	 
0.0 1:1.0	 2:-1.32505590265	 3:-0.334844522814	 
0.0 1:1.0	 2:-1.28978035372	 3:-0.146443911494	 
0.0 1:1.0	 2:-1.22547205265	 3:0.0355071685763	 
