0.000000 1:0.750000 2:-1.182689 3:-0.704595 
0.000000 1:0.750000 2:-1.028392 3:-0.796305 
0.000000 1:0.750000 2:-0.874096 3:-0.888014 
0.000000 1:0.750000 2:-0.719799 3:-0.979723 
0.000000 1:0.750000 2:-0.553676 3:-1.038480 
0.000000 1:0.750000 2:-0.376276 3:-1.065816 
0.000000 1:0.750000 2:-0.198876 3:-1.093153 
0.000000 1:0.750000 2:-0.020527 3:-1.113264 
0.000000 1:0.750000 2:0.157915 3:-1.132674 
0.000000 1:0.750000 2:0.336356 3:-1.152083 
0.000000 1:0.750000 2:0.515059 3:-1.166660 
0.000000 1:0.750000 2:0.694553 3:-1.166660 
0.000000 1:0.750000 2:0.874047 3:-1.166660 
0.000000 1:0.750000 2:1.037953 3:-1.102198 
0.000000 1:0.750000 2:1.197616 3:-1.020187 
0.000000 1:0.750000 2:1.301120 3:-0.886355 
0.000000 1:0.750000 2:1.370061 3:-0.720629 
0.000000 1:0.750000 2:1.439002 3:-0.554902 
0.000000 1:0.750000 2:1.446628 3:-0.377791 
0.000000 1:0.750000 2:1.441777 3:-0.198363 
0.000000 1:0.750000 2:1.436925 3:-0.018935 
0.000000 1:0.750000 2:1.432073 3:0.160494 
0.000000 1:0.750000 2:1.368688 3:0.326801 
0.000000 1:0.750000 2:1.296482 3:0.491131 
0.000000 1:0.750000 2:1.224277 3:0.655461 
0.000000 1:0.750000 2:1.132982 3:0.807577 
0.000000 1:0.750000 2:1.014030 3:0.941996 
0.000000 1:0.750000 2:0.895079 3:1.076415 
0.000000 1:0.750000 2:0.751441 3:1.174774 
0.000000 1:0.750000 2:0.583092 3:1.237035 
0.000000 1:0.750000 2:0.414742 3:1.299296 
0.000000 1:0.750000 2:0.246120 3:1.360740 
0.000000 1:0.750000 2:0.074113 3:1.412041 
0.000000 1:0.750000 2:-0.097893 3:1.463342 
0.000000 1:0.750000 2:-0.269900 3:1.514643 
0.000000 1:0.750000 2:-0.446123 3:1.543416 
0.000000 1:0.750000 2:-0.625039 3:1.557801 
0.000000 1:0.750000 2:-0.790929 3:1.548192 
0.000000 1:0.750000 2:-0.876312 3:1.390306 
0.000000 1:0.750000 2:-0.961695 3:1.232421 
0.000000 1:0.750000 2:-1.047078 3:1.074536 
0.000000 1:0.750000 2:-1.076526 3:0.897598 
0.000000 1:0.750000 2:-1.105271 3:0.720421 
0.000000 1:0.750000 2:-1.134015 3:0.543244 
0.000000 1:0.750000 2:-1.162760 3:0.366067 
0.000000 1:0.750000 2:-1.191505 3:0.188889 
0.000000 1:0.750000 2:-1.220250 3:0.011712 
0.000000 1:0.750000 2:-1.221132 3:-0.167711 
0.000000 1:0.750000 2:-1.212453 3:-0.346844 
0.000000 1:0.750000 2:-1.197571 3:-0.525720 
0.000000 1:1.250000 2:-0.064398 3:-1.090152 
0.000000 1:1.250000 2:0.137413 3:-1.090152 
0.000000 1:1.250000 2:0.339224 3:-1.090152 
0.000000 1:1.250000 2:0.533218 3:-1.049192 
0.000000 1:1.250000 2:0.720843 3:-0.974865 
0.000000 1:1.250000 2:0.914412 3:-0.919183 
0.000000 1:1.250000 2:1.100963 3:-0.851057 
0.000000 1:1.250000 2:1.262973 3:-0.730721 
0.000000 1:1.250000 2:1.303843 3:-0.541602 
0.000000 1:1.250000 2:1.324168 3:-0.340817 
0.000000 1:1.250000 2:1.344493 3:-0.140032 
0.000000 1:1.250000 2:1.374645 3:0.059358 
0.000000 1:1.250000 2:1.411006 3:0.257867 
0.000000 1:1.250000 2:1.447367 3:0.456375 
0.000000 1:1.250000 2:1.483728 3:0.654884 
0.000000 1:1.250000 2:1.466783 3:0.855899 
0.000000 1:1.250000 2:1.449207 3:1.056943 
0.000000 1:1.250000 2:1.431632 3:1.257988 
0.000000 1:1.250000 2:1.373235 3:1.428309 
0.000000 1:1.250000 2:1.184908 3:1.500841 
0.000000 1:1.250000 2:0.996582 3:1.573373 
0.000000 1:1.250000 2:0.824718 3:1.486273 
0.000000 1:1.250000 2:0.655159 3:1.376832 
0.000000 1:1.250000 2:0.487892 3:1.264768 
0.000000 1:1.250000 2:0.356763 3:1.111364 
0.000000 1:1.250000 2:0.223912 3:0.971263 
0.000000 1:1.250000 2:0.058058 3:1.086242 
0.000000 1:1.250000 2:-0.107796 3:1.201221 
0.000000 1:1.250000 2:-0.273650 3:1.316200 
0.000000 1:1.250000 2:-0.463991 3:1.374158 
0.000000 1:1.250000 2:-0.661575 3:1.415250 
0.000000 1:1.250000 2:-0.843555 3:1.405893 
0.000000 1:1.250000 2:-0.983440 3:1.260429 
0.000000 1:1.250000 2:-1.123326 3:1.114964 
0.000000 1:1.250000 2:-1.241867 3:0.954292 
0.000000 1:1.250000 2:-1.333679 3:0.774575 
0.000000 1:1.250000 2:-1.425492 3:0.594858 
0.000000 1:1.250000 2:-1.493732 3:0.407444 
0.000000 1:1.250000 2:-1.525670 3:0.208175 
0.000000 1:1.250000 2:-1.557607 3:0.008907 
0.000000 1:1.250000 2:-1.567588 3:-0.189829 
0.000000 1:1.250000 2:-1.526044 3:-0.387318 
0.000000 1:1.250000 2:-1.484501 3:-0.584807 
0.000000 1:1.250000 2:-1.371039 3:-0.727699 
0.000000 1:1.250000 2:-1.190897 3:-0.817270 
0.000000 1:1.250000 2:-0.990496 3:-0.841086 
0.000000 1:1.250000 2:-0.790095 3:-0.864902 
0.000000 1:1.250000 2:-0.589449 3:-0.884581 
